"","C3L-07034","C3N-01011","C3L-00819","C3L-02610","C3L-00102","C3N-01998","C3L-03513","C3N-03780","C3N-02768","C3L-02899","C3N-02589","C3L-07036","C3N-03069","C3L-07035","C3L-07032","C3N-00517","C3L-00640","C3L-04072","C3N-03440","C3L-02606","C3N-00518","C3L-01637","C3L-03123","C3N-02010","C3L-02809","C3N-00436","C3L-07033"
"PGBD4",0.6993,1.3518,1.7542,0.8208,2.0674,2.4466,2.7941,1.2566,2.061,2.7319,2.0411,0.4889,1.2977,0.6792,0.8851,1.133,2.4595,2.1155,1.5667,1.007,2.7811,1.6658,1.3298,2.6831,3.0604,1.8007,1.153
"NPLOC4",8.9855,17.1093,26.6565,13.6663,28.1097,27.164,20.7822,11.0746,22.7792,26.0737,21.3308,8.5422,11.0564,9.18,9.1273,16.0816,26.649,24.3588,16.5973,17.4664,28.9317,25.5189,11.1912,22.5487,28.6842,22.7294,10.1844
"KCNK4",0,0,0.0265,0,0,0,0.026,0,0,0.0331,0,0,0,0,0,0,0,0.0249,0,0.0199,0,0.0495,0,0,0.0714,0,0
"TEX19",0,0,0,0,0.0362,0,0,0,0,0,0,0,0.031,0,0,0.0193,0,0.0339,0,0,0,0,0,0,0,0,0
"TSHZ2",2.4839,13.1154,30.788,8.6837,19.0705,33.3359,31.6606,7.7642,33.6991,76.4184,19.3138,2.64,3.184,2.844,3.4075,11.3948,22.8712,15.704,9.1944,16.1701,36.6813,14.3948,4.5495,20.5089,66.5177,17.7521,5.1813
"CAPN12",0.6891,1.7827,1.661,1.0809,1.5726,0.9867,0.5842,0.6615,1.1903,0.4237,0.6471,0.5505,0.673,0.9333,0.4563,1.6617,1.1634,1.2423,0.5549,1.3781,1.2116,1.2111,0.715,1.6213,0.7406,1.1939,0.5397
"EXOC7",8.4571,16.3421,20.013,12.0474,21.0966,19.8475,16.6871,9.6787,18.7392,18.2566,17.4513,9.5305,9.9826,6.7424,8.1604,12.0632,19.4871,17.5384,11.5449,15.83,22.37,19.1819,9.8657,18.9377,22.5161,17.1555,8.34
"KPNA2",1.2694,4.3471,10.3377,2.6141,12.8627,9.9997,11.6549,4.026,9.9009,15.1828,9.4529,0.5971,2.1645,1.827,1.223,4.2413,12.9118,12.4588,5.1134,5.2117,10.8762,6.063,1.8397,9.1819,9.1133,7.3667,1.2111
"XKRX",0.167,0.4086,0.3725,0.3187,0.4361,1.4301,1.1958,0.4502,0.6825,1.2407,0.6986,0.066,0.0355,0.1261,0.0712,0.4549,0.8064,0.1945,0.1964,0.3727,0.6781,0.7915,0.093,0.2285,0.446,0.2388,0.3871
"BGN",21.9757,116.4689,179.8665,28.8271,133.0157,130.7739,215.1491,64.4071,242.0882,812.4645,104.4908,23.5254,18.9466,23.981,20.9496,74.4622,254.5164,99.748,82.1154,121.2442,198.4517,153.2569,24.9454,166.2518,342.2327,148.4764,34.4609
"CEP97",1.636,4.1258,7.4171,2.5464,6.6375,6.6913,14.6812,4.6828,11.2007,14.1498,8.4793,1.2096,2.6315,1.9807,2.1996,3.4917,10.199,7.2959,4.8365,3.679,9.3342,4.5878,2.8038,9.2231,12.1501,4.9928,3.1254
"LHFPL1",0.0322,0.1889,0.2791,0.0267,0.2,0.5726,0.3124,0.2024,0.1127,0.3486,0.3365,0.0636,0,0.0221,0.0458,0.1924,1.1449,0.1124,0.1419,0.0299,0.7587,0.186,0,0.0978,0.6446,0.3185,0.0497
"FES",3.0426,17.2975,23.1349,11.0096,29.31,26.6181,20.981,5.6115,22.361,21.2393,14.6219,4.0801,4.2217,3.377,2.8963,11.9566,32.252,18.684,4.6093,18.2946,27.0324,17.8148,5.0607,19.0065,22.349,22.2716,3.2203
"GLRX5",5.401,8.6304,15.8686,8.6885,14.8655,11.6177,19.0891,10.2979,16.6035,19.0152,15.3717,3.0769,7.4788,5.5537,6.4376,10.4178,15.2816,18.3749,10.5368,8.9909,17.8222,11.9665,8.7999,17.4929,20.2732,11.023,6.5229
"FAM104B",2.2087,4.9174,6.7301,3.0106,4.9872,4.8617,8.8608,3.1384,7.1568,7.8472,7.0696,1.7152,3.7652,2.3054,2.2428,3.2036,8.6185,5.4592,3.6102,3.7928,7.4084,3.8551,3.2381,7.9127,10.3446,4.0398,3.6912
"TBPL2",0,0.0458,0.058,0.0582,0.1164,0.026,0.0284,0,0.0546,0.0724,0.0544,0.0463,0,0.0321,0.0166,0.0466,0.1189,0.0545,0.0344,0.0435,0.1226,0.0541,0.0261,0.0711,0.1953,0,0.1446
"CAV3",0.0868,0.5095,0.2509,0.12,0.2877,0.1608,0.5616,0.1299,0.9118,0.1791,0.4033,0.0858,0.1539,0.0397,0.0617,0.3266,0.2205,0.3706,0.5101,0.0807,0.1894,0.234,0.0322,0.3517,0.9656,0.1909,0.1341
"MXRA7",4.8613,17.1799,38.0635,10.7776,22.139,23.8677,68.3871,14.1954,47.4413,36.0035,23.0785,4.8948,7.3158,8.9093,4.9951,9.8567,30.9034,24.0902,10.2199,18.5322,48.0629,17.2983,7.786,35.0281,71.1457,26.5889,6.8389
"LIMK2",15.4542,22.9532,41.069,17.9724,48.1725,29.3742,31.7899,14.8764,33.2602,32.6023,26.9048,11.3133,14.6476,12.2702,10.9331,20.142,38.7342,43.9565,16.0576,26.3105,32.9707,32.3991,14.691,33.9073,29.9535,29.2414,12.221
"MFSD5",4.7534,11.0296,17.6966,7.725,17.1588,16.6808,13.9967,8.7369,14.7391,13.9018,14.3633,4.6118,5.9629,5.2392,4.5102,11.0941,19.4744,15.9212,8.5878,11.049,18.1044,13.936,6.4356,14.8799,13.8295,15.6818,4.7671
"RNASE10",0,0.0918,0.1163,0.0779,0.175,0,0.1139,0.1687,0.0548,0.1453,0.0545,0,0,0,0,0.0312,0.0596,0.0547,0,0,0,0.2712,0,0,0,0.1032,0.1088
"ADI1",12.2749,19.117,21.4578,14.4469,19.6965,21.7258,39.8432,15.2839,21.2499,29.128,20.6694,9.3641,11.8966,10.6674,12.1749,13.4606,23.2851,23.1463,11.201,13.6152,26.9809,15.9631,9.7904,22.8482,36.6705,16.3465,15.062
"RWDD4",7.3214,8.604,15.5589,7.1775,14.0849,10.5968,23.178,11.9058,15.2803,17.6907,16.8927,5.619,11.4683,7.2866,10.3792,8.2318,16.2646,17.3857,12.0818,9.6404,13.8199,11.5344,10.9787,19.9548,19.0467,7.6464,10.5064
"SPNS3",0.2779,3.3308,4.1895,2.3057,2.879,4.1974,2.5291,0.7282,2.4063,1.6127,1.4798,0.7553,0.4436,0.6677,0.4938,1.3844,3.8248,1.4563,0.1702,1.8733,2.032,3.6669,0.5932,4.0125,2.3965,2.1392,0.5188
"CLEC4G",0,0.0321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0547,0,0
"SATB1",9.2757,11.2396,15.3314,10.3391,21.8417,12.7874,17.7593,9.5287,14.9401,18.9718,19.9043,8.0309,14.4837,6.8174,8.0552,11.4803,21.7397,22.65,12.2807,14.3023,12.4389,16.0224,13.4816,20.0749,11.4467,9.508,11.3551
"NXPH3",0.2599,1.242,2.1301,0.6966,1.2177,2.3228,1.6616,0.4669,1.2719,1.9179,1.765,0.247,0.4361,0.3431,0.3339,0.8631,2.0952,0.6053,0.661,0.7063,3.063,1.0628,0.6791,0.8355,7.6738,1.7366,0.7104
"CSF1R",5.4889,46.4401,74.8267,28.5223,70.3709,98.0782,81.9822,19.1652,95.4319,112.807,53.7078,4.5712,12.6587,6.7408,5.4249,29.8351,93.9327,80.0033,16.9203,37.6151,81.9218,70.3,11.6909,83.8557,79.9887,95.6876,9.0552
"EPHB3",3.4315,3.2844,3.4662,8.5001,6.569,4.0506,6.0045,5.6408,2.8304,4.0211,4.16,5.2592,41.0653,17.2757,5.0816,7.4655,10.4251,6.2983,4.6592,5.4216,9.167,10.8633,16.2015,3.1557,5.1049,8.7914,7.7512
"VCX",0,0,0.0661,0,0,0,0,0,0,0,0,0,0.0568,0,0,0.2482,0.2035,0.1243,0.0785,0.0496,0.1398,0.1234,0,0,0.0891,0.0587,0
"EPGN",0,0.1503,0.3173,0.0992,0.4245,0.2088,0.7665,0.2147,0.1395,0.7133,0.0793,0,0.0727,0.0352,0.0364,0.034,0.7591,0.2585,0.1004,0.1429,0.3801,0.1776,0.057,0.2076,0.2565,0.1314,0.1055
"KRTAP11-1",0,0.1176,0.0745,0.0499,0.1495,0.2673,0.0729,0,0.4912,0.279,0,0,0.064,0,0,0.0399,0.4582,0.28,0,0.0559,1.4169,0.2084,0,0.1827,0.1003,0.0661,0.0464
"SNORC",0.594,0.6259,1.0002,0.6066,1.155,0.8637,0.499,0.561,0.6045,1.037,0.9555,0.6623,0.8751,0.6483,0.6929,1.1937,0.4257,0.6917,1.1415,0.5664,1.5358,1.0033,0.8821,0.6481,0.483,0.8709,0.6942
"HS3ST4",0,0,0.2635,0.0136,0.0407,0.2183,0.0794,0.0147,0.0382,0.0759,0.038,0.0808,0,0.0225,0,0,0.0208,0,0.024,0,0.1285,0.0189,0,0.0249,0.0546,0,0
"TRAK1",12.298,22.9015,26.5925,14.7429,37.0868,22.2921,21.1566,14.0333,26.8882,29.9505,19.6558,8.2937,8.269,13.57,8.5896,18.0901,34.4021,23.8755,18.3413,17.8547,31.2757,24.0627,10.6242,22.932,23.4859,18.009,12.6918
"TSPAN10",0.451,0.4994,0.6912,0.4727,0.546,0.6731,0.5473,0.4052,0.8592,0.7347,0.3723,0.1877,0.4294,0.1141,0.2362,0.5598,0.4373,0.3041,0.4535,0.2649,0.7928,0.7408,0.2776,1.1546,0.5745,0.8093,0.3118
"OR2V2",0,0,0.0146,0,0,0,0,0,0,0.0182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PLCB1",6.3916,4.7409,6.2645,4.2591,6.1002,8.3983,7.8344,6.0881,6.9182,9.2101,8.5154,8.6508,8.474,5.5271,8.4221,5.2016,8.5847,6.7126,7.6628,6.5714,7.8877,5.9591,8.6643,7.9691,10.5979,4.0693,7.4342
"SKA2",4.4249,7.9599,13.7501,5.8828,11.6948,14.4506,28.6647,8.8115,22.3922,21.297,18.4377,3.1508,6.5066,4.6403,4.1111,7.7991,16.6878,19.5571,9.5494,8.6008,15.8105,9.6241,7.1984,23.6706,35.3571,8.8507,8.9767
"RXFP3",0.0222,0.0435,0.4959,0.0553,0.6358,0.2472,0.1889,0.04,0.2077,0.2064,0.5941,0.022,0,0.0611,0.079,0.3249,0.3955,0.0777,0.2287,0.1654,1.0192,0.0771,0.0991,0.0676,0.0742,0.3423,0.0515
"OR10G7",3.6905,0.3515,0.5463,1.5039,0.812,0.236,0.5746,1.3497,0.5338,0.0758,1.2711,1.9206,1.5812,2.3094,3.2965,0.6942,0.0415,1.2361,2.5438,0.9413,0,1.189,1.9643,1.5636,0,0.3412,4.6551
"NDN",3.9596,18.5034,37.8225,11.0573,22.8861,36.1428,46.3268,11.5482,30.4962,47.1904,20.5979,2.7453,5.7227,4.179,5.5241,12.0709,47.6776,19.5116,9.6405,18.0507,55.6487,15.4708,8.1291,26.6772,71.1692,25.7038,6.7571
"CCDC172",4.4237,0.0314,0.1192,0,0,0,0.0389,0.576,0.3368,0,0.3352,3.7701,8.4251,4.5114,3.6229,0.0213,0,0.4853,4.4282,0.1192,0,0.2593,1.1068,1.6565,0,0.1058,2.1545
"OR4Q3",0,0,0,0,0,0,0.0316,0,0,0,0,0,0,0,0,0.0173,0,0,0,0,0,0,0,0,0,0,0
"NTM",0.2672,2.9549,17.0354,1.3436,7.8815,7.7517,10.3654,7.4925,14.3587,25.0592,9.2279,0.088,0.224,0.1668,0.1727,6.1902,7.1081,11.513,8.2579,9.4856,10.9537,7.0839,0.487,6.3007,21.7713,7.1677,0.3065
"TTC3",31.9567,42.4004,72.9372,35.0084,63.0347,67.503,88.9408,46.9837,94.3345,128.2015,95.4196,31.4999,43.1965,33.9915,32.2431,44.1464,76.969,64.0861,47.3334,47.7176,89.7767,54.0404,47.7921,84.9377,103.0007,47.3089,46.9924
"KCNB2",0.5861,2.8376,8.323,1.0722,5.2494,2.8071,3.8475,0.9855,2.5789,3.9764,3.5614,0.8168,0.4477,0.4642,0.7691,0.9782,20.4658,1.26,0.7508,2.3473,24.5997,2.6051,0.3347,2.3067,3.9628,2.33,0.9984
"PPP1R27",0.1943,0.4944,0.3853,0.129,0.3382,0.3025,0.566,0.1397,0.363,0.3007,0.2709,0.3073,0.2482,0.1334,0.3039,0.1807,0.2469,0.3169,0.3999,0.3614,1.2726,0.3145,0.303,0.4726,0.1946,0.5557,0.1501
"BRICD5",1.1356,2.0106,2.5127,1.0768,3.4622,4.0287,1.8702,0.7045,2.1781,2.1758,1.4764,1.256,1.007,0.891,0.7688,1.5805,3.3321,2.0152,1.1921,2.1369,3.3994,2.6562,1.325,3.1232,1.9857,3.2707,0.5431
"GALR2",0.041,0.1605,0.3558,0.0681,0.255,0.0912,0,0.0369,0.1437,0.127,0,0.0405,0.0873,0.0282,0.0583,0.0272,0.469,0.1433,0.1206,0.0763,0.1074,0.0474,0,0,0.1369,0.1353,0
"RESP18",0,0,0,0,0,0,0,0,0,0,0,0,0.0525,0,0,0,0,0,0,0,0.0646,0,0,0,0,0,0
"IGIP",7.8713,12.166,22.9594,9.6678,20.6041,18.302,39.5898,12.6792,24.1056,30.7416,25.6353,5.138,10.8209,9.4538,8.9891,11.301,26.046,22.3945,16.118,10.6824,27.1904,16.6313,13.6312,29.3014,41.9158,11.38,17.2229
"TSKU",2.6806,8.0743,27.9112,5.3798,17.4302,16.6981,16.6898,8.8262,12.7148,19.6117,11.3158,0.5826,3.0615,1.9848,1.656,8.8561,16.4576,17.4883,5.2182,12.9448,24.3905,10.7543,4.0016,13.3318,39.9396,17.6872,2.2552
"ANXA2",44.4187,105.388,171.5246,69.7758,176.3504,133.2377,162.1474,93.3386,170.5125,202.784,132.1203,19.4013,28.4328,38.2613,31.5147,89.32,134.6937,131.6999,69.9615,92.9916,163.3561,99.052,29.397,148.37,174.6889,140.3059,32.1762
"RGS6",0.0818,0.622,0.39,0.188,0.2504,0.8889,0.8707,1.2214,0.3895,0.3896,0.2779,0.1369,0.0938,0.0821,0.1476,0.4097,0.7757,0.0733,0.111,0.1756,1.2365,0.3928,0.1192,0.1531,3.2673,0.3945,0.2188
"HOXB4",1.266,3.5783,7.0066,1.4705,3.7772,6.0373,8.1247,4.878,7.5869,13.4086,3.824,1.14,1.3471,0.6373,0.7399,5.064,7.6129,4.2263,3.2248,3.4266,11.3476,3.6741,1.5667,3.8054,14.0866,6.1874,1.9778
"SLC35D3",0.0481,0.4704,0.9829,0.1994,0.2092,0.3475,0.8167,0.1296,0.3368,0.558,0.5585,0.0713,0.1023,0.099,0.0683,0.1916,1.0689,0.2239,0.3533,0.2012,3.4314,0.4723,0.0803,1.096,0.2809,0.2379,0.1671
"PAQR7",2.6563,7.0666,14.607,6.5687,14.5906,12.2973,9.7964,5.5061,10.9656,10.9348,8.9758,3.552,2.7896,3.3373,1.9992,8.0033,8.8009,11.9492,4.6947,9.3465,12.3463,12.1398,3.6353,15.1727,12.4605,8.9735,3.6751
"PAPPA",2.5912,5.2228,4.5721,4.6427,7.8267,7.4599,13.1848,2.9132,3.7743,9.0052,6.2411,2.2535,3.4815,2.4097,2.4812,2.1409,7.8997,6.5278,3.5008,5.1214,6.3032,3.8657,2.3066,4.2782,13.0154,5.6937,3.0534
"MAFA",0.2591,1.0725,10.7668,0.7772,4.5836,2.3047,2.7327,1.2713,3.2341,1.9121,1.3198,0.3742,1.1028,0.4789,0.6942,0.8207,18.7114,1.3926,0.8201,2.6869,19.9146,3.9849,0.5993,2.8776,3.9584,3.2656,0.6928
"NGRN",2.6028,8.6655,15.4534,5.0689,11.0105,14.7118,13.0939,5.7972,8.6095,9.9015,8.2106,4.0016,4.6545,2.6927,3.5589,9.2565,16.924,7.704,5.3922,8.6213,18.653,9.9019,5.6569,9.2853,14.873,11.2503,2.4436
"GRID1",0.6145,1.7862,4.5352,1.3347,1.6516,3.477,3.4215,0.747,3.1442,4.2235,1.9844,0.527,0.5001,0.7073,0.5268,0.8104,2.8819,1.8208,1.0758,1.689,2.5683,2.0368,1.2582,2.1428,4.9778,2.0076,1.3545
"RPS17",1.8197,3.7163,5.7353,2.3599,5.6444,6.2272,5.5094,3.0474,5.5482,5.9872,5.8495,1.9032,4.5305,1.7101,1.3186,3.5556,5.6336,6.0898,4.206,4.5336,6.2932,5.7988,3.2466,6.6322,3.8038,5.8284,2.0063
"HCAR2",0.1636,0.6405,1.9601,0.7015,4.4079,0.8795,2.1181,0.3185,0.4139,0.6331,0.9506,0.0539,0.1741,0.0562,0.0194,0.1993,3.9502,1.207,0.0802,0.8876,1.6788,0.2522,0.0608,0.3316,3.5053,1.4397,0.1475
"OR2T29",0,0.0627,0,0.0177,0,0.1187,0.0518,0,0.0249,0,0.0744,0,0,0.0147,0.0152,0,0.3256,0,0,0.0794,0,0,0,0,0,0.0235,0.099
"CCDC87",0.117,0.5533,0.7008,0.3074,0.6546,0.4987,0.4023,0.3855,0.3643,0.332,0.7024,0.1927,0.3113,0.2142,0.1663,0.4145,0.5203,0.4996,0.3726,0.1995,1.1238,0.6311,0.2606,0.6224,0.9765,0.4718,0.1507
"GSTA5",0,0,0,0,0.0785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0488
"C1orf116",11.4772,21.6876,18.0652,13.4642,41.0101,10.5078,10.4235,14.5056,13.8654,6.2899,14.5353,4.8065,10.3498,13.172,6.1932,17.1851,18.2624,21.1755,17.228,9.3576,15.7817,16.6728,10.2058,20.9917,2.2215,19.3993,10.844
"MAGEB17",0.1748,0.2052,0.13,0.2611,0.5215,0.0777,0.2121,0.8166,0.2041,0.0541,0.0406,0.1728,1.5996,0.144,0.6213,0.418,0,0.2036,0.9762,0.1625,0,0.5657,0.8177,1.0096,0.0584,0.3845,0.7292
"CRIP2",2.8938,23.8945,33.7624,11.8479,25.2164,31.5158,22.2012,9.4639,20.7442,18.9797,19.5748,3.9293,4.7197,3.6762,3.643,14.1467,32.9165,13.5115,7.8497,20.7705,44.9111,21.5832,4.9551,23.7585,40.4005,21.6218,2.5699
"DDX28",2.1391,6.5641,11.0538,5.1631,9.2168,10.0547,8.3179,2.97,6.8108,8.125,7.2013,1.8259,3.4919,2.62,2.1425,6.1032,11.4264,8.5773,4.2867,6.8707,9.9959,9.2148,4.2776,8.4603,6.7755,9.4361,2.0469
"KRTAP13-2",0,0,0,0,0,0,0,0,0,0,0,0.0631,0.0679,0,0.0454,0,0,0,0,0,0,0,0,0,0,0,0
"ACBD3",17.4975,22.0791,42.1754,17.6555,39.5446,33.3108,74.9696,32.624,55.1453,71.3469,50.4646,13.602,23.5783,20.631,17.0778,23.2758,50.5602,51.0423,27.6052,25.6652,42.7268,27.6226,24.0848,54.1414,74.8841,25.5061,22.0887
"C16orf72",6.6774,10.6781,17.9852,8.172,16.2583,14.7904,22.758,10.6975,19.5801,25.4429,19.122,5.3161,8.7401,8.0064,6.7716,9.2948,17.3904,21.2543,11.6067,11.1436,19.7526,14.0119,9.3694,20.1572,26.696,9.8558,7.8612
"PLCXD3",1.4639,7.4253,12.6163,2.3507,8.1037,6.9728,27.3884,2.2313,9.5063,17.5259,9.8576,2.0227,2.9295,2.25,2.7231,1.9061,34.1068,6.5988,2.8578,4.571,33.9468,6.5994,2.6688,9.5862,30.3907,5.1019,5.2834
"VMO1",0.6312,4.5292,6.1704,3.0843,6.5396,5.3033,9.9578,2.3945,9.4986,7.272,3.8298,0.3466,1.4927,1.2038,0.7977,2.7953,7.7524,14.9475,1.4431,4.3693,8.0833,5.5933,1.0937,5.6499,9.8336,7.1732,0.5418
"OR4F15",0,0,0.0659,0,0,0.0296,0,0,0,0,0,0,0,0,0,0,0.0675,0,0,0,0,0,0,0,0.1775,0,0
"ALG12",2.5783,4.1252,5.7217,3.7875,4.2956,5.2756,3.4236,3.0189,4.9839,5.1018,3.4865,2.5378,3.5082,2.3214,2.3209,3.6357,5.0746,4.6146,3.1369,3.6155,6.8086,5.227,3.3306,5.6211,5.4674,4.7178,2.5796
"LCK",0.5904,4.8356,6.1657,2.2812,9.688,27.7961,16.4154,5.4403,15.9312,12.1115,7.6622,0.3668,1.6333,0.8338,1.1031,7.1593,29.0802,9.311,2.1318,3.4503,17.8932,5.0297,1.2587,5.2555,11.9652,15.3774,1.2119
"GALNT9",0.0234,0.0535,0.0581,0.0194,0.1263,0.2172,0.0474,0.0281,0.0821,0.0846,0.1725,0.0154,0.0083,0.0054,0.0444,0.0467,0.268,0.1365,0.023,0.0654,0.1125,0.0722,0.0087,0.0119,0.0391,0.0773,0
"COL18A1",13.375,42.3708,56.0669,36.7644,61.5052,45.5042,22.8267,17.3787,46.2773,47.3983,38.4138,29.9368,27.5368,11.6033,16.5926,30.8465,23.7555,51.8189,26.1784,53.6718,29.1849,65.1013,18.7134,65.2826,37.6729,43.4445,8.1994
"RBM10",14.2197,21.2352,27.2281,17.0431,30.426,27.5149,26.1623,14.6062,28.4428,30.2594,23.0688,17.5476,18.0284,10.8115,13.5032,21.2382,33.5415,28.1309,18.4634,20.3425,32.0105,27.7342,14.5959,25.9682,29.2086,24.3051,10.7515
"ADGRG3",1.1647,1.2926,2.477,0.8221,7.4556,1.0438,0.7805,0.5622,0.9538,1.1567,1.7166,0.2577,0.3699,0.3938,0.1853,0.6697,3.2464,5.648,0.7408,1.3738,0.6602,1.0648,0.2517,0.6341,2.5242,0.7455,0.1612
"GLUD2",1.2692,1.7075,2.359,2.3694,2.0005,1.4365,2.0902,3.4412,2.2491,1.9641,2.7911,1.5456,2.8699,1.0425,1.5305,1.9119,2.1884,3.2465,2.4315,1.6437,2.6714,1.9384,2.1709,2.8935,1.9293,2.1684,1.8035
"TMEM95",0,0.5853,0.6272,0.1527,0.1716,1.228,0.8375,0.124,0.1074,0.356,0.4277,0.0455,0.1959,0.1579,0.0654,0.2751,0.0585,0.4287,0.0676,0.0428,0.7834,0.3191,0.0512,0.0699,0.6144,0.6072,0
"TCHHL1",0,0.0306,0.0581,0.013,0.0388,0.0695,0.0569,0,0.0547,0.0242,0.127,0,0.0166,0,0,0,0.0397,0.0546,0.023,0,0.1227,0.0722,0,0.0712,0,0.0172,0.0241
"RPL35A",128.5544,183.3557,256.6152,120.8947,191.7692,275.0429,420.9485,205.54,240.7164,277.041,316.3065,119.2783,174.2525,154.4756,123.0991,163.6803,282.069,250.5016,158.3729,142.1785,269.8502,173.9271,151.207,255.0893,436.6881,248.7056,251.8629
"RGS7",0.2405,0.984,4.4429,0.3265,2.8268,1.2885,1.7776,0.7071,1.0976,1.7932,2.4639,0.3025,0.2559,0.1351,0.202,1.583,10.1664,0.4074,0.1607,1.1384,9.9072,1.3898,0.414,1.6615,1.4962,0.6492,0.4223
"SLC25A18",0.7619,1.3511,1.1801,0.5235,0.7548,1.284,1.459,0.2032,1.4593,3.4818,0.6362,0.6354,0.3547,0.3759,0.3469,0.3084,0.5899,0.5268,0.3499,1.0294,1.3564,1.2796,0.4376,1.9722,1.3512,0.8379,0.3035
"ZNF721",13.0976,11.185,19.6255,10.0626,17.6523,19.5717,24.7275,10.1278,21.9074,28.7656,23.3366,10.4099,10.5606,12.1564,13.7582,11.1411,25.3966,21.1343,14.3649,11.7763,21.7701,17.5518,13.8612,23.4832,27.7747,10.8848,16.771
"TCEAL7",1.2308,3.131,5.9782,2.2875,5.386,11.6054,15.0545,2.875,9.7135,32.7597,10.0666,1.3138,1.3097,1.6223,1.0498,2.6161,11.8214,5.2173,3.6176,4.3486,10.6384,3.6416,1.7547,8.4553,25.4732,7.5796,2.5483
"C11orf54",6.1182,7.7002,8.1041,7.7299,8.9574,7.3325,11.3923,7.7405,9.3034,10.4131,12.1492,6.0379,5.3057,7.5185,9.6174,5.0246,6.9853,15.4635,9.4137,8.2112,6.4006,8.3586,9.0856,20.8096,8.8921,6.1946,11.3548
"CEP63",4.2244,4.7168,6.1818,3.289,6.7213,5.662,10.6535,5.3493,9.2242,10.5232,8.3098,3.6552,4.3739,3.708,4.1553,4.3728,8.288,7.8687,5.1323,4.4975,8.2168,5.6344,4.711,8.6787,11.8841,5.2895,4.8429
"WFDC10B",0,0.2624,0.1108,0,0.3334,0.6958,0.5424,2.4095,0,0.2767,0,0.0884,0,0.1227,0.2542,0.2969,0.1136,0.6247,0,0.1662,1.0537,0.2066,0,0,0.5969,0.3932,0.1381
"SRPRA",73.6741,52.2759,62.0981,61.3414,61.7464,46.0633,51.6031,44.8785,53.3728,74.6751,68.9819,111.4229,105.2837,62.3422,76.4683,62.7079,65.5163,75.1557,74.2492,64.5742,61.9703,89.7155,75.4017,60.9812,49.2912,68.6254,67.626
"OTOP3",0.4097,0.3301,0.3285,0.8598,0.779,0.134,0.0585,0.1732,0.0563,0.0746,0.476,0.3096,1.0001,0.4467,0.7537,0.2401,0.1837,0.1403,0.5667,0.717,0.2209,0.7799,0.5905,0.5128,0,0.265,0.4655
"EWSR1",24.4354,39.9176,59.2032,31.108,53.8523,54.6746,56.0721,31.1114,59.6591,60.4842,53.0381,26.8673,33.6742,34.614,24.5881,32.204,62.1991,64.9032,38.1946,40.3575,61.7022,54.4212,36.0117,60.2255,70.1074,41.3687,29.1082
"ODF3L1",0.0498,1.217,1.6029,1.321,1.2371,3.4853,1.9923,0.1341,1.4521,4.6966,0.9248,0.295,0.4765,0.6148,0.1768,0.4296,1.3906,1.0429,0.3656,1.1102,1.1077,1.1501,0.1662,1.2099,4.8165,2.1338,0.4228
"HMGN4",14.7589,39.6417,71.3984,25.1478,65.3075,71.3655,117.8159,34.5713,86.9115,105.5759,75.2541,12.5748,20.1575,17.7411,15.3746,38.4054,92.0287,80.0439,31.5372,38.0918,79.7953,49.8659,20.1224,76.2757,105.3304,47.6024,22.1048
"SPATA13",13.3724,12.8121,19.3556,13.3883,23.0035,13.9371,16.3366,10.4262,20.0089,21.1667,30.6173,13.5131,23.3962,12.1977,12.6616,16.5268,13.9165,38.2494,16.3808,16.7305,12.9436,26.1513,20.8108,26.9869,14.6244,14.039,15.1044
"GJC1",0.8336,1.6628,4.3637,1.1152,3.0205,3.9806,6.1082,1.6429,5.1676,6.3997,3.1605,0.562,1.6296,0.8961,1.0564,1.8499,4.3921,3.5067,2.3456,2.6736,7.4555,3.4802,1.2667,6.4623,9.8685,2.7074,1.4377
"SOX1",0,0,0,0,0,0,0,0,0,0,0,0,0.0131,0.0085,0.0088,0,0,0,0,0,0.0324,0,0,0,0,0,0
"CNOT10",6.8106,11.1667,18.2316,8.5919,17.9306,16.5287,18.8979,11.1515,18.2361,20.7369,17.013,5.2724,8.9043,7.2528,7.4682,10.9389,20.5537,18.0147,11.8877,11.6382,19.4521,14.7757,8.3751,19.0773,18.8746,11.9373,8.6464
"MTA1",5.8133,8.1242,10.4891,6.0442,10.5941,10.7073,7.0933,5.6585,7.4003,9.0584,7.646,9.5251,5.8847,4.3739,4.5517,7.3252,10.0048,8.1539,7.1767,9.4945,13.0451,11.5404,4.9528,9.4989,10.1885,9.3802,3.7976
"ZNF662",6.1269,6.0293,9.4045,5.8927,8.7191,6.5169,8.3815,5.7036,11.0658,12.3352,9.3328,5.775,6.9441,6.5924,5.9371,6.2841,6.297,10.3877,8.6392,7.2795,9.6264,9.7353,8.6904,13.5301,11.647,5.7724,9.8022
"CADM1",3.6487,9.57,23.3047,8.9457,17.7037,9.0272,15.6114,7.243,20.8792,14.4135,19.1141,3.3272,7.1972,3.8613,4.5378,8.3103,19.331,19.2554,7.338,11.4705,25.3505,15.2607,5.1269,20.006,11.8116,8.5328,5.6296
