"","C3N-00333","C3N-00383","C3L-01304","C3L-01311","C3L-01307","C3N-00858","C3L-00586","C3L-00601","C3L-00006","C3L-01282","C3N-01346","C3L-00932","C3N-00866","C3L-00361"
"POP7",34.8592,36.0042,38.6114,34.9866,27.7108,33.2334,28.5164,30.3799,47.7305,38.9103,43.2687,34.015,21.5584,47.8789
"ALG14",5.1398,4.2882,5.6342,4.6834,4.0674,4.5603,3.1478,4.1531,5.303,4.4574,4.8506,5.2015,3.4968,5.2949
"SUCLG2",80.5113,73.8738,83.7703,78.3603,77.6469,74.0295,65.7582,71.5457,75.681,83.1837,53.7197,80.2473,53.601,80.5618
"STARD5",8.9267,1.9799,2.1098,3.0775,7.1463,7.8079,6.3416,5.5213,4.4281,2.7321,3.1154,2.1898,3.1479,3.2882
"CSDC2",56.4591,24.9353,25.7448,26.7476,40.969,26.0374,48.3336,47.8543,30.2112,35.1962,66.4198,25.5531,98.1005,29.435
"RCAN2",47.771,28.5665,25.2935,17.4787,31.0978,21.4365,22.4805,26.7871,64.2877,14.4647,19.1922,11.2703,32.8705,15.0883
"IL16",10.3887,11.7116,6.8243,5.0436,9.6695,10.3037,9.6169,6.8652,9.7086,5.4939,6.4532,3.7504,4.3334,9.4393
"ABCG4",0.1368,0.1185,0.3234,0.2793,0.0961,0.1831,0.1912,0.1679,0.1006,0.1169,0.2789,0.1412,0.0169,0.3872
"GNB2",77.5099,75.73,77.7864,65.6973,62.2334,62.8176,73.0409,71.7541,74.0594,69.2653,84.5982,72.9152,97.8857,73.8441
"CFAP53",3.6223,6.9964,6.2775,4.6196,2.1335,5.2923,2.352,2.7635,4.7403,4.2595,2.1221,8.1997,2.5911,3.915
"OR5B12",0.0589,0,0,0,0.0551,0.0485,0.0439,0.1051,0.1385,0,0,0.054,0,0.1066
"OR5B2",0.0483,0.0478,0.083,0.0415,0,0,0,0,0,0,0,0.0443,0.0476,0
"MCRIP2",3.6732,5.1693,8.8152,6.8066,4.0358,4.616,4.2263,4.9458,6.8909,6.337,5.7604,7.031,4.4571,5.8449
"PDZD3",0.6683,0.248,0.4308,0.2633,0.0782,0.321,0.083,0.4473,0.2292,0.1057,0.3715,0.2299,0.1098,0.1261
"C2CD2L",3.2839,3.4102,2.3258,2.0472,1.7323,2.371,2.3275,2.4355,3.0049,2.5291,2.8285,2.6517,1.5954,2.7957
"OR9I1",0,0,0,0,0,0.0276,0,0.0299,0,0,0,0.0614,0,0
"ARNT2",5.716,8.7377,11.4369,11.0091,6.5902,8.1892,9.344,10.7928,6.1869,14.8429,8.7294,16.9176,5.389,10.7388
"GNG12",194.7121,140.7625,143.59,122.8625,155.3959,173.501,161.67,136.9014,183.5663,148.2997,128.7854,124.85,130.1511,198.115
"PRSS27",0.54,0.3563,0.7737,0.4951,0.6236,0.5485,0.416,0.4177,0.6138,0.4238,0.6672,0.4293,0.3548,0.652
"MYOZ2",4.6406,3.1031,4.6717,2.2637,4.0711,2.0312,3.0232,2.3133,5.0635,2.6352,2.5102,1.8408,2.1425,2.8015
"SYNPO2",335.4297,217.5195,218.31,147.9155,320.8573,155.7582,245.7829,170.9829,258.2102,154.4876,356.6842,189.7146,205.9205,292.1756
"DNAJB7",1.2048,0.8635,1.0714,0.4642,0.389,0.5816,0.2788,0.3708,1.0259,0.3471,0.4312,0.8003,0.4504,0.8277
"CLP1",20.333,17.1454,14.5578,12.5955,17.3117,16.3842,12.8429,17.8001,16.6053,15.4415,16.5109,17.1379,25.3476,16.6984
"INSL5",0,0,0,0.2562,0,0.2455,0.1111,0.133,0,0.1132,0.1105,0.1367,0,0.135
"EFCAB3",0,0,0,0,0,0.0285,0,0,0,0,0.0513,0,0,0
"TTC36",4.4359,1.986,1.7249,1.2708,0.6922,1.5655,0.7086,0.7541,6.2096,1.2833,1.4092,1.4532,0.5204,1.2433
"RSPH9",5.3243,3.433,4.9927,4.4373,3.9278,3.6869,2.9168,4.9317,5.8339,3.4308,3.9766,3.737,4.2932,5.2231
"COPS9",26.7331,23.3505,25.7671,23.965,29.9294,27.0978,20.8265,22.3177,21.7155,25.3874,31.2561,25.146,23.7686,28.0923
"GTPBP2",32.4704,29.725,28.3953,32.8292,26.2648,25.1234,35.3518,34.7142,34.7877,32.1082,28.5654,32.6188,38.49,29.7502
"FGGY",20.247,8.6545,11.5649,5.65,14.368,10.2144,6.5584,10.4685,15.1619,7.02,11.0762,7.7727,10.1971,11.1449
"IL17D",3.139,2.9164,2.6431,3.5237,2.5193,8.0977,2.961,3.7734,1.9586,3.6488,3.9414,2.9676,2.115,2.7555
"FUT9",0.0233,0.9756,3.9899,0.7605,0.1526,0.0959,0.9895,0.5958,0.2829,4.0792,0.0288,1.246,0.1453,0.7802
"TCEAL1",168.6688,98.4829,102.9874,84.0943,126.2064,110.9962,119.2418,134.2545,108.7167,87.1474,77.2666,71.254,86.1981,125.1898
"ZNF24",88.6586,64.9147,60.1267,64.6742,65.7135,69.9638,44.8504,69.8589,83.3777,67.4873,51.41,66.4653,63.6115,67.1233
"HSFY1",0,0,0,0,0,0,0.0275,0,0,0,0,0,0,0
"MANEA",13.4491,15.7487,14.1903,14.0471,11.42,14.2539,11.5876,12.3877,15.8629,16.2171,8.5995,13.5611,7.4873,15.3767
"RAB40A",5.6757,5.1184,6.087,4.9236,5.215,5.7441,4.9035,6.7697,5.3642,3.8068,4.856,6.0822,4.0515,5.5719
"MAB21L4",0.5382,0.9892,0.3635,1.3877,0,0.1266,0.1146,1.5096,0.3616,0.9343,0.3705,0.9521,1.364,0.1044
"AGXT",0.0259,0.0256,0,0.0223,0,0.0213,0,0.0231,0.0609,0,0.0384,0.0238,0,0
"AFF1",96.6266,86.6957,81.83,69.5514,81.3404,73.6977,89.3321,75.0935,90.4635,63.575,62.0468,66.1846,126.5416,74.8819
"ACOT12",0.1738,0.086,0.2614,0.224,0.2034,0.2862,0.0648,0.3102,0.5108,0.4289,0.2576,0.1594,0.2997,0.236
"FIBP",22.5808,22.127,27.1848,28.9601,19.2942,22.3716,24.5743,23.1656,22.358,28.2021,33.2405,29.7407,21.2813,28.6671
"CARNS1",1.8607,1.8229,2.7303,1.8092,1.795,1.5941,2.452,2.4322,3.3593,2.3408,2.8282,2.2412,1.7782,1.9913
"OR10H5",0,0,0,0.0257,0.014,0.0492,0.0223,0.0267,0,0,0.0111,0.0411,0.0442,0.0406
"BANP",10.8736,9.7783,9.4253,8.1884,9.1411,10.7623,10.0841,11.4305,12.4634,10.0443,9.4939,10.1182,14.5933,7.8818
"PPP1CA",26.8182,24.5215,32.9253,35.1018,19.329,23.7218,34.0172,22.9303,24.582,36.5009,36.19,39.7204,25.8373,28.1703
"HCFC1",20.4003,30.7935,18.4199,16.0694,13.8748,14.5496,19.2022,16.254,23.5156,15.6183,24.9315,16.0227,17.1798,22.0392
"FAM170B",0.2261,0.2238,0,0.0648,0,0,0.1124,0.2018,0.0886,0,0.1117,0.0691,0.1486,0.1365
"CTSW",3.8442,3.8669,2.9252,5.8495,5.9597,10.2234,31.9471,4.4994,9.1889,8.5189,2.8963,5.7808,4.5339,7.5898
"NIPAL4",3.7227,1.1278,0.7401,1.0665,1.1856,0.8759,1.7369,1.3787,1.4294,0.7693,5.3313,2.3695,2.5458,3.8068
"MUCL1",0.7514,0.0266,0.5767,0.1615,0,0,0.02,0,0,0,0.0995,0.1477,0,0
"SNTG2",4.3453,19.0581,10.4093,5.4488,26.4126,4.9079,4.0183,18.3517,17.5903,7.1409,7.1108,6.4689,34.9148,8.1706
"FNDC9",0.095,0.047,0,0,0.0445,0,0,0.0848,0,0.0361,0.1057,0.1307,0.1873,0.043
"PDE3A",23.943,12.3867,12.4104,12.0989,11.2467,20.5277,19.2344,16.087,24.7268,10.5693,16.454,12.0979,18.6012,14.2124
"RASGRP1",5.9698,7.6011,9.5728,8.3262,4.5927,8.064,6.7148,8.3657,8.9492,14.6217,4.3346,7.4616,4.0083,7.8085
"KLHL6",1.5465,3.3511,2.1373,3.2664,1.9307,3.0714,7.3846,2.3003,1.4976,3.5541,1.6259,3.6531,2.9188,1.7299
"CHCHD1",28.0967,30.0111,35.887,32.5469,25.8367,29.3505,26.7852,25.396,31.5176,42.675,25.1416,36.7809,23.7953,35.4633
"MRPL52",14.7594,16.8062,24.3187,19.2983,15.3103,13.7383,15.6269,14.8891,16.1074,20.5032,22.9138,18.3154,14.0557,19.0115
"SMPDL3A",38.5163,22.7184,19.459,25.4607,37.8479,95.0031,46.2668,48.9908,22.2986,30.0084,35.31,22.2639,22.8918,16.72
"RND1",1.9704,0.5343,0.2552,2.8766,1.2637,0.6002,2.133,4.9143,0.8887,2.5624,1.1805,1.2628,4.8682,1.0021
"RAD9A",7.2084,9.3095,10.8762,9.7322,6.893,6.5464,6.8411,7.3914,7.8751,7.0661,7.1433,8.3004,4.9124,8.1245
"EFEMP2",54.0828,41.5648,41.3454,40.8304,46.4424,48.1135,48.3117,40.7072,57.0709,37.0984,68.543,39.304,44.1935,61.3289
"OR10AD1",1.3066,2.1012,5.3346,1.3335,1.4527,1.2104,1.5219,2.2592,5.0892,0.9922,2.7844,2.0974,1.1267,2.2923
"AGAP5",0.978,1.0796,1.164,0.8406,0.8453,0.8364,0.7852,0.8057,1.1058,0.8284,0.6413,1.5527,0.519,0.7494
"WASHC2C",44.7746,38.1932,36.3195,30.583,35.9072,29.3647,33.1287,37.3426,33.6942,40.7415,26.3081,34.0807,21.5757,42.7269
"TMEM134",4.9557,4.9582,5.8145,5.2074,3.3362,4.3639,5.1777,4.8264,5.8486,4.986,5.2019,4.8611,2.8877,5.0444
"ZMAT3",15.6105,23.6173,22.9531,11.406,12.912,14.2997,13.4236,11.7768,19.1325,13.388,17.1719,15.2279,14.1949,20.6442
"ZFAND4",16.0029,11.929,11.8598,10.0361,10.8698,13.0936,8.1446,12.6952,16.204,11.0365,10.1514,10.0372,13.7158,11.0696
"THEMIS",3.4376,3.0839,4.0816,2.9332,2.3851,7.576,3.7427,4.1936,3.1117,3.4558,1.6682,2.0871,0.585,1.9707
"MOS",0,0,0,0,0,0.0843,0,0,0,0,0,0,0,0
"ZNF738",5.2669,6.833,6.6854,10.0618,6.2092,5.4159,5.0454,7.404,5.9687,7.7925,4.8954,8.3609,4.8411,8.9703
"MS4A10",0,0,0.1189,0,0.0432,0.038,0.0688,0,0.1627,0.035,0.0342,0.0846,0,0
"SLFN11",46.959,27.4859,22.8009,38.6288,35.4454,69.9022,30.9971,36.9648,46.588,29.6688,42.2434,29.8063,74.7748,34.1667
"FAM71D",0.6391,0.492,0.6308,0.4883,0.8422,0.8772,0.5118,0.7605,0.6402,0.5932,0.4036,0.8034,0.6065,0.7931
"CCL19",11.5803,7.0947,2.9625,2.7251,4.7761,7.4927,14.2857,4.9214,7.457,7.6428,8.6862,3.5409,1.9021,4.2445
"CORO1B",32.1279,38.6463,41.9919,36.5184,29.2956,28.1042,38.9693,31.3333,34.7678,37.5404,41.2836,39.7471,27.7991,39.4366
"FUT10",21.7931,19.3123,22.0325,18.0256,16.9983,29.636,13.519,20.6095,21.7235,16.4593,18.2441,18.0283,13.34,19.8973
"LRRC20",7.1436,7.7681,6.469,7.4281,5.9731,6.5847,5.1941,5.4834,7.1556,6.1618,6.7771,7.0921,2.2599,10.5417
"MUS81",28.1282,18.3907,20.042,19.787,19.5423,15.8179,19.8321,23.6894,26.7273,18.2716,28.5061,19.0553,22.208,24.7979
"PURG",5.3693,13.816,6.7772,4.2017,7.5676,1.978,4.0871,4.8171,12.5277,5.0004,4.2314,4.4327,4.0662,9.6985
"TMEM217",0.7635,0.1889,0.3555,0.2734,0.3574,0.3143,0.4506,0.3975,0.3741,0.3624,0.3537,0.9629,1.4108,0.4033
"OR4D9",0.034,0.0336,0,0.0292,0.0159,0.028,0,0,0.02,0.0258,0.0126,0.0156,0.0335,0.0308
"ZNF596",7.5561,6.5828,10.0018,6.8142,6.9422,7.201,4.086,9.4189,12.6186,6.4658,5.6405,7.7773,3.671,8.4967
"COL6A5",0.2446,0.143,0.0382,0.3631,0.0416,0.1373,0.0083,0.0794,0.0523,0.0338,0.0659,0.0102,0.0438,0.0302
"CFL1",82.909,71.3714,87.4627,95.0395,73.0876,70.369,101.1043,65.7883,77.472,95.3495,110.8333,97.6529,72.8641,112.6564
"TMCC1",25.5874,27.8892,39.7563,29.2052,20.4638,21.4375,19.4951,24.3786,25.0065,24.633,23.1409,22.8947,18.5969,25.5537
"NAA16",35.3385,32.9024,27.5672,31.5866,29.6679,32.9405,25.989,34.5366,34.6248,31.4378,20.7792,28.0882,39.0792,31.6012
"OR5B3",0,0,0,0,0,0,0,0,0,0,0,0,0,0.0923
"EFCAB12",0.4515,2.1935,0.4704,0.9642,0.1281,0.8563,0.2958,0.4152,0.5309,0.5195,0.2941,1.0542,0.3641,0.6814
"OR10W1",0,0,0,0,0,0,0.0541,0,0,0,0.0538,0,0.0715,0
"PSME3IP1",44.8132,45.1268,52.3859,52.589,45.6325,41.2837,41.9064,44.2169,48.0254,50.1925,39.2878,48.303,32.3749,50.5028
"RAB43",0.6192,0.6128,0.7525,1.0276,0.7797,0.3165,0.7163,0.8003,0.7783,0.9405,1.2978,1.0185,1.1153,0.7347
"FADS6",0,0,0,0,0,0.0307,0.0278,0,0.0438,0,0.0276,0,0.0735,0.0338
"CBWD1",5.5276,4.0117,5.4883,5.1321,4.6475,4.5705,3.0107,4.5506,6.1196,4.769,4.1643,4.8428,5.3661,5.7069
"HOXC5",0.1771,0.0584,0.2537,0.0507,0,0.0486,0,0,0.6942,0,0.0875,0.0542,0,0.1069
"RAB37",1.8489,2.3289,1.9144,1.8419,2.7542,2.1454,1.723,2.3252,1.9518,1.9945,2.1493,1.3106,0.6005,1.7314
"DCP2",37.084,36.6732,31.2642,34.4896,30.9408,44.391,29.9866,37.7885,39.1655,32.3833,23.96,33.2176,26.8682,36.3559
"SNX32",6.2703,1.9846,2.7434,4.2966,1.8512,3.0469,1.7055,3.3021,4.9818,1.8661,5.0038,3.4199,4.2867,3.1459
"RPL38",406.1148,266.5425,357.4828,330.5936,439.9848,319.0965,264.8717,395.405,442.9862,320.6121,200.2379,313.7333,420.1833,266.488
"CYP7B1",12.6602,8.4882,8.6112,9.0107,7.4485,16.0804,9.3012,6.179,13.1424,7.3719,7.8135,7.6341,8.6894,7.3187
"OVOL1",0.2802,0.0832,0.0723,1.4932,0.0525,0.2538,0.4178,0.4502,0.0989,1.9365,0.4154,1.7222,0.3314,0.1776
"RARG",19.2056,18.4107,13.2748,14.1125,10.0229,25.7601,10.0255,16.0645,30.967,14.317,21.9863,13.232,7.8661,20.8545
"CES4A",3.1336,3.4404,7.7439,4.1239,2.1318,4.536,3.0661,3.8017,4.865,2.3797,2.4135,2.1334,3.3778,3.9681
"CES3",0.865,2.4826,0.2416,2.8621,0.1012,0.5164,0.403,0.6562,0.8646,3.0382,0.529,10.3743,0.1705,0.7049
"SSH3",19.5366,22.1971,24.1751,16.106,15.0044,19.4904,17.7987,17.3041,21.9665,20.8208,18.0257,19.2474,12.8846,17.798
"CES2",17.8707,14.4884,19.1672,17.2789,15.2389,18.0833,19.2999,18.5657,20.6153,17.2371,19.1755,19.2652,14.7031,17.7177
"PDP2",5.1629,11.0665,4.1034,4.6045,4.3483,3.7816,3.114,4.6656,6.6201,4.8765,5.7406,5.0096,2.7487,6.0496
"SP3",48.064,41.7319,42.341,45.5203,35.7225,51.9512,34.1111,44.0717,54.4443,44.9923,32.9449,39.1738,33.0327,42.9744
"KRT2",0.083,0,0.0713,0.0357,0,0,0.0309,0,0.0488,0,0.3075,0,0.0409,0.0751
"DMXL1",57.7935,50.4971,48.8876,45.3322,50.5105,49.6319,38.6655,49.3054,59.2016,44.4936,36.3786,47.8546,53.6258,53.3214
"METAP1D",9.9683,10.9459,11.7103,14.1768,8.2669,8.2869,5.9805,11.989,13.759,9.553,9.342,12.4749,8.0231,13.0457
"ZNF621",19.1373,24.1641,20.9466,17.8609,16.7362,17.6433,15.7593,18.1748,25.586,17.8818,18.4345,19.4894,15.819,21.0198
"EGFL7",79.6753,87.2847,71.9165,80.9436,187.459,61.8122,94.1936,82.8661,128.5843,81.7504,122.1257,67.2146,133.0839,99.3972
"NADSYN1",12.4108,16.8156,15.9062,15.459,12.5716,10.1499,13.6683,15.2517,13.5766,13.2519,13.2846,15.0329,11.2174,13.867
"DHCR7",6.5424,8.2663,12.67,9.1566,5.0605,6.069,4.781,9.5776,10.7947,10.9582,6.1723,10.7929,15.8264,9.2261
"LVRN",0.2088,0.2702,0.2071,0.2484,0.2255,0.2248,0.1676,0.1147,0.3021,0.2683,0.119,0.2946,0.0633,0.2618
"NBEA",65.5058,70.8312,53.9229,42.8394,59.0636,56.8439,32.0466,65.3467,95.4113,46.2591,43.4071,38.9326,60.2254,57.339
"RNASEH2C",22.0334,17.4362,19.1788,18.5314,21.1523,18.7795,16.5377,20.8118,23.9934,17.5304,21.5755,15.3746,15.8848,20.3207
"MYEOV",0.4266,0.3378,0.3423,0.7822,0.2397,0.3981,0.318,0.33,0.4013,1.0799,0.2319,2.1914,0.3083,0.4378
"ANKRD13D",13.2982,14.074,13.7636,10.1385,9.436,12.8579,12.4091,11.852,16.9349,13.644,17.3544,12.5137,8.5233,16.3836
"MRGPRF",71.4883,29.0913,41.5727,54.5017,57.1016,58.0626,52.4471,38.2316,64.1528,39.3785,100.4923,49.4696,39.8238,71.5137
"MYD88",11.2737,15.5462,10.3106,13.0644,9.0551,10.2297,13.8615,11.5397,12.8797,15.6828,13.3273,14.5563,10.1366,13.2327
"MRGPRD",0.7722,0.3275,0.1897,0.5689,0.4132,1.0901,0.1645,0,0.2594,0.9216,0.4089,0.6072,0.5436,0.6993
"OXSR1",40.6184,32.8853,31.3386,37.1573,29.5513,29.936,36.8632,35.5613,34.5319,37.1123,26.9601,43.2489,41.0171,34.6036
"SLC22A13",0.8889,0.563,0.3056,0.2139,0.3329,0.7027,0.4506,0.3491,0.7108,0.297,0.8962,0.8154,0.2453,0.5474
"PHF8",20.7434,24.6622,19.6795,17.8181,16.3695,15.7063,16.4366,20.7083,19.8311,27.8049,17.4542,19.0594,20.8607,16.9708
"LCLAT1",14.12,15.4193,19.3391,16.7045,14.3758,15.0365,12.4182,16.8401,12.6527,18.6256,13.2619,23.2516,12.0296,20.3859
"ADH6",3.8985,10.2326,5.2035,3.4962,3.6049,1.1166,2.6716,7.3691,3.3598,5.7006,2.5129,6.3081,2.3387,4.6265
"XKR3",0.0631,0.1248,0.0542,0,0.1771,0.1039,0,0.3939,0,0,0.0467,0,0,0
"FRG2C",0.1026,0.5583,0.3086,0.4408,0.048,0.8446,0.0765,0.2746,0.4221,0.1947,0.3041,0.8468,0.0505,0.5108
"KAT5",19.7027,12.8865,14.5797,14.4549,14.3843,11.7807,11.9636,17.2273,19.0047,13.2064,13.4831,12.9394,14.887,14.3249
"SH3RF3",5.1957,7.2876,4.9897,6.6828,4.3952,7.0523,7.7735,4.8289,5.3722,4.1091,8.42,6.5903,5.1736,6.019
"GXYLT2",20.9197,15.492,14.1519,21.1128,12.2457,21.2062,16.0055,14.6159,17.2841,11.9318,18.6813,21.5518,14.4577,18.7863
"HPSE2",34.2526,7.5145,16.8451,27.2838,20.6288,109.4314,10.8898,20.8241,7.5396,12.7774,24.8362,16.8044,4.6562,16.7417
"DCAKD",30.4206,36.2096,44.8311,46.4729,29.9977,36.4461,36.4706,32.8545,38.5127,34.6964,29.741,40.0807,29.2025,38.6473
"ARPP21",0,0,0,0.0091,0.0099,0.0174,0,0.0094,0,0.0241,0,0.0194,0.0208,0.0382
"TADA2B",16.3113,15.1419,13.6256,11.6007,11.0198,14.6284,10.5835,11.9807,15.461,12.1918,12.977,13.1237,11.1097,13.1052
"CCDC96",1.1879,1.7635,0.7658,1.021,0.4171,1.3043,0.5535,0.5743,1.4551,0.9021,1.064,2.3156,0.8293,1.1653
"GRK2",26.4398,22.0293,23.9063,22.7792,21.7789,25.8535,29.6264,22.1417,25.453,23.5361,24.349,22.8465,18.2625,25.8569
"RELA",34.8258,28.9214,21.8139,28.9915,25.224,22.2644,26.4865,34.9312,29.933,29.8131,26.1045,31.2473,49.0977,24.6949
"EVC2",24.7382,18.156,18.3003,15.1843,19.5172,17.6277,15.6406,20.6085,25.2852,15.418,18.2514,14.3759,17.1446,19.0507
"ZNF680",19.1056,22.4738,18.7782,17.5732,15.3771,22.9291,12.5718,17.1025,24.5617,19.8795,10.1281,17.4728,9.9341,19.3137
"HECTD4",29.8146,32.5233,33.6734,31.9039,27.2097,25.2944,26.6034,29.1102,35.2085,24.6891,26.8046,32.7926,25.3556,30.171
"FAM222B",8.4843,9.2574,5.0502,4.4681,3.4201,5.0769,6.4979,5.9334,6.3405,5.2691,6.1745,6.0276,4.857,5.3027
"BNC2",132.8339,118.605,82.7899,66.0718,129.5401,68.4039,59.2246,71.0617,146.9486,59.5129,80.0039,61.09,72.955,155.924
"RXFP4",4.0422,1.6002,3.0955,0.3158,0.0688,1.8762,0.2192,0.5903,7.1729,1.2279,3.2687,0.2022,0.2173,0.7986
"HPSE",8.8218,4.8829,2.7557,6.937,7.6001,1.3855,5.7122,17.9987,2.2191,16.4035,8.6965,6.4237,5.3779,4.406
"COQ2",15.328,10.9116,10.6659,15.2207,15.5031,13.1285,11.5129,12.7198,11.1126,14.6747,11.7892,13.708,13.3269,13.6365
"CCDC63",0.0488,0.0966,0,0.0419,0,0,0,0,0,0,0,0,0,0
"HSPA6",3.1676,1.4779,1.6726,4.8614,2.6693,2.9066,8.0288,3.0693,2.7137,2.6117,4.4947,1.4113,12.1303,3.483
"TRMT112",195.113,127.0382,163.3838,153.8685,182.5084,164.9804,135.3452,178.3686,168.8266,171.2033,184.3421,147.6957,190.4776,145.2751
"LRRN3",16.9131,19.4873,13.427,14.8669,13.493,9.6474,9.7384,17.2051,28.0694,15.3714,10.2539,13.3448,16.9938,16.7348
"KDM2A",41.6574,39.3883,36.4077,39.9403,32.1037,36.2485,38.1804,37.6818,42.8282,36.0641,44.401,41.0089,40.0838,40.7991
"ACSM6",4.5178,2.3671,2.7412,1.9251,1.0309,2.2509,1.1887,1.3892,3.3035,1.4127,1.5478,1.6368,1.5715,1.4095
"ADCK5",7.6174,7.8465,8.5521,7.7827,6.3682,7.521,7.9387,8.3591,7.4948,7.6148,8.0664,8.4134,4.6729,10.2412
"MRPL57",46.8643,31.4083,44.4265,43.1897,42.7633,39.4959,33.6209,39.6527,41.2462,45.5932,39.7974,40.537,41.4833,40.0171
"NOC3L",38.6732,36.5964,39.5422,36.2127,31.8968,35.6998,26.4104,39.1378,43.5946,45.3598,35.5683,42.964,63.0528,39.8405
"ESRRA",8.1445,10.1691,14.0903,14.3541,10.1036,8.5463,11.7848,7.4221,7.6374,13.7536,12.6604,19.7965,8.0268,13.7234
"RHOD",8.68,12.7579,16.4735,13.6644,10.4609,16.7019,9.5462,9.5107,7.7813,11.9437,21.2136,8.8293,10.7566,8.7939
"ADAMTS20",0.0283,0.0981,0.073,0.2556,0.053,0,0.0211,0.8469,0.0333,0.3442,0.1365,0.1819,0,0.3719
"COMMD1",24.7704,22.9273,26.6533,25.4242,23.6938,22.0489,18.9645,18.9657,21.6359,22.0595,25.3625,22.2314,18.4848,29.1676
"RAPH1",5.3274,6.5791,4.8079,4.3107,4.6619,5.3007,6.8494,4.9346,6.976,7.0122,5.9541,6.6447,5.4582,5.2808
"MTX1",9.7529,7.7861,10.06,9.835,8.0969,7.9778,7.0041,7.9788,9.9392,10.3446,7.8078,11.0337,6.6962,9.2731
"ADCY5",18.0662,15.6174,15.0269,9.0751,8.987,10.2569,16.5668,8.6587,15.7305,10.1495,19.5149,11.89,13.8754,21.4521
"PARP14",72.9803,77.2156,60.0394,68.0182,51.9786,54.9134,69.9261,66.4563,74.8761,113.7381,55.8352,74.4802,54.6082,68.9978
"CYSLTR1",4.6325,1.724,3.4225,2.073,2.9036,2.2542,2.8256,1.6742,5.1997,2.9656,2.767,1.7735,1.6602,3.2588
"PARP15",4.2969,2.8863,2.44,2.0386,1.8387,4.0187,4.6093,3.3837,3.1093,2.0229,1.6142,2.3364,2.2036,1.2676
"CKS1B",15.3474,11.8987,14.7189,16.0867,13.9011,22.2014,10.0155,17.1517,20.2959,16.9468,15.6299,14.9554,11.5797,18.1039
"ABCD2",6.6922,7.9812,8.4029,13.134,13.4363,16.6164,7.1235,5.8818,8.7458,11.9915,8.2133,12.5727,2.3376,22.3528
"ABLIM3",16.5491,6.6126,5.0333,3.0804,6.5876,4.7734,6.1797,7.5559,19.2344,1.9826,8.3968,2.0701,8.9108,3.3791
"MAB21L3",0.0982,0.2267,0.3376,0.647,0.0306,0.0539,0.5856,0.0876,0.1155,0.3977,0.1456,0.6305,0.0323,0.2371
"TUBB8B",0,0.5813,0.1122,0.0561,0.1222,0.0537,0,0,0,1.0903,0,0.3592,0,0.1773
"MFSD4B",17.086,26.8872,37.345,32.9363,13.823,20.5758,18.1613,24.7725,15.3977,25.3289,15.8555,24.3098,10.6739,20.9175
"VANGL1",10.6507,16.6739,17.7329,14.2876,6.5087,10.7693,8.8711,8.496,12.7873,13.8865,11.5193,16.2867,3.5299,13.7094
"GLRX",4.7218,4.2159,4.6617,5.5873,5.2381,12.0032,9.4507,6.031,6.5984,10.1471,5.6433,6.3871,6.1542,5.8869
"IQCB1",48.0613,43.9008,38.3099,48.4509,38.9182,42.9717,39.9698,55.518,57.5004,47.9053,31.6129,38.5757,56.0066,45.1025
"SYT12",0.0676,0.0191,0.0747,0.0664,0.0361,0.0715,0.0935,0.0603,0.1475,0.0586,0.0787,0.2036,0.371,0.0612
"GOLGB1",127.4752,130.0876,152.2215,139.1387,105.8948,120.4022,96.8003,104.7177,115.9842,120.3272,87.3556,153.381,93.1994,127.1203
"C11orf86",0,0,0,0,0,0,0.0669,0,0,0,0,0,0,0
"GPR151",0.8282,0.2732,0.4153,0.178,0.0646,0.341,0.0515,0.1232,1.6232,0.2097,0.4349,0.0317,0.136,0.1875
"DMRT2",0.0898,0,0,0.0257,0.1401,0.0493,0.0223,0,0.1056,0,0.1331,0.1098,0,0.0542
"ZNF483",59.8053,46.5366,39.1044,21.4635,43.1929,46.5672,21.8529,54.9325,51.6286,28.8188,28.7339,19.74,52.0887,26.8961
"PLAC8L1",2.6958,3.5391,1.8916,2.4115,1.6999,1.9481,1.1074,2.4059,3.4934,2.674,2.5692,2.271,1.5182,2.7899
"SLC2A14",1.0704,0.4351,0.0822,1.2486,0.0895,1.1176,0.057,0.1365,0,0.029,0,0.8767,0.0942,0.5885
"GPR137",6.6966,7.2798,7.184,7.6135,5.4556,6.0139,8.7464,6.4236,7.8745,7.5684,9.0485,8.005,5.0928,8.6424
"SNCG",59.4376,27.7014,23.2627,15.4338,36.1548,31.4504,21.3697,25.3568,91.8014,15.6865,28.3102,16.7046,47.4442,23.4377
"MMRN2",58.7308,56.9423,54.0856,39.7975,79.711,29.6429,50.8129,47.3664,79.7538,33.9886,53.4441,37.3444,59.9053,56.6738
"MZT2A",17.4991,15.6591,21.9096,29.9666,17.9547,25.865,16.8147,21.6492,24.643,22.2816,15.6123,25.9761,20.0343,20.6615
"TNKS",34.2277,34.6398,29.1823,33.1998,28.1241,29.4539,23.5121,29.5818,34.9045,28.2524,23.5566,34.2149,29.7206,34.1706
"ZNF449",14.8289,12.8649,11.5014,12.9085,13.51,12.4468,15.8293,12.8431,16.07,15.6909,10.8367,11.3995,8.9227,15.7754
"ZBTB21",50.6923,12.5716,14.7253,28.583,47.6998,25.863,27.6806,32.6067,18.9006,22.998,19.6455,35.1387,93.2096,13.9805
