"","C3N-02261","C3N-00958","C3N-01653","C3N-02818","C3N-00243","C3L-01279","C3N-03021","C3N-01650","C3L-02212","C3N-02440","C3N-01803","C3N-01652","C3L-01865","C3N-01903","C3L-01962","C3L-01955"
"WDR31",16.5922,11.8115,11.2851,12.4738,14.0121,14.5932,14.6696,9.686,13.7846,14.4652,14.2306,11.6399,14.8052,15.0862,12.8889,15.2137
"POLE3",22.5796,17.4491,33.3199,20.8225,24.0092,22.2069,20.3616,28.5067,22.2143,19.0953,24.0508,22.4565,24.4946,18.7634,21.2504,15.3756
"SURF4",199.5805,210.8954,178.3297,181.27,216.3284,167.4461,148.4674,168.0414,194.4902,189.9014,173.8108,203.0879,235.2476,182.7092,203.9966,197.6012
"GBGT1",4.3981,4.5142,4.8876,6.9055,4.4246,5.93,4.8152,9.4528,5.9767,3.8486,7.6172,4.1352,3.3015,4.2626,2.6323,5.0503
"SURF1",51.0543,80.2199,59.5092,55.0095,80.4722,62.096,46.457,40.5407,63.0482,91.0577,46.0929,67.9735,68.2475,76.1074,62.4695,50.636
"SURF2",28.3168,20.4461,28.8115,21.5211,23.8148,23.7676,25.5618,30.8158,22.8025,26.2325,24.8133,28.1357,24.2172,22.0392,21.5412,23.015
"SURF6",27.85,25.7,28.0939,24.2045,20.9475,25.3101,19.9534,27.3891,21.5161,23.3907,23.2658,22.5967,26.1506,21.4644,24.437,17.3957
"MED22",21.2459,13.1261,21.5111,17.6816,13.8275,17.5465,14.3137,21.3194,17.5285,14.5904,17.606,15.9949,14.7592,15.202,16.5312,16.3211
"REXO4",27.2348,18.3359,23.3135,23.992,18.3809,21.0295,20.9267,30.0257,20.7533,19.7089,22.6045,21.6654,19.5458,19.895,21.5442,19.8435
"RPL7A",722.7602,672.3246,815.241,785.2738,881.5246,719.283,698.2578,955.4047,713.8195,696.5152,1051.5404,699.1192,790.2558,628.2897,614.1653,598.0312
"GTF3C5",35.0629,26.4158,35.0508,27.6337,26.2008,33.9991,27.8772,32.8087,31.2357,29.5932,31.4896,29.1986,28.8412,26.9588,27.5784,30.1929
"ASB6",23.964,14.4725,18.7938,16.8241,13.2337,16.4143,13.9976,17.0503,17.1641,16.8731,18.1626,15.5507,13.8324,17.2652,18.8161,18.3774
"PTGES2",26.3252,22.2436,26.1615,20.1331,19.0093,23.3383,17.2909,20.2663,20.8073,23.6648,21.0053,21.0008,21.6401,19.7482,21.7487,23.4874
"NTMT1",8.1953,9.2565,10.0581,8.7996,7.2502,9.2632,7.2658,9.2249,9.0053,8.2587,8.6537,10.1675,7.3515,8.4417,8.5318,8.7249
"CIZ1",18.9453,14.5992,18.3755,17.9819,11.4433,16.0673,14.3588,18.8845,16.902,14.8725,16.1324,13.5109,12.3928,16.0616,14.8685,16.2342
"SLC25A25",29.7298,79.0525,48.7793,46.21,77.0575,28.1146,44.7966,24.5738,36.7594,55.7148,27.1989,54.829,27.7333,29.0439,70.4404,66.513
"SH3GLB2",53.8705,35.8359,85.0294,40.4645,35.3753,47.5611,29.3904,43.5764,42.2717,41.1171,43.0192,36.7146,32.4887,33.6647,36.755,38.2327
"MIGA2",24.4079,16.0766,23.2874,18.6785,15.5174,18.7032,14.5072,13.8662,19.3502,17.6524,17.2377,18.8089,16.7036,18.5908,15.5497,21.6148
"PTGES",7.9747,6.5412,43.6119,10.5417,4.961,10.4552,4.4882,21.7911,6.4727,6.8457,11.7868,5.2236,5.4945,4.004,4.4674,4.8635
"LCN2",2.0201,1.7846,7.7752,8.8774,0.8464,3.6155,0.6531,15.622,1.4202,0.6594,79.0287,0.4025,0.7128,0.3745,1.5044,0.7611
"LRSAM1",11.0357,8.9814,10.8473,11.237,6.1306,9.0599,7.2133,10.7494,9.2117,8.9812,12.308,8.2855,6.4026,8.0775,9.3818,10.244
"HMCN2",2.0532,1.9062,1.4897,2.5404,1.2715,1.9976,1.4076,0.9016,1.8756,1.535,1.959,2.0034,1.4562,3.9874,2.69,2.4031
"GPR107",43.9836,38.0929,42.1778,38.5684,33.8093,37.5945,33.3839,41.0715,41.0594,40.7787,35.8879,34.7802,36.0654,38.2084,38.4829,40.0156
"PAXX",33.1157,22.8071,39.3891,29.976,25.6592,35.0487,22.1219,38.9965,30.9314,26.4081,41.8753,28.9295,25.8736,22.5856,23.8784,22.4067
"IDI2",0.2301,0.12,0,0.3645,0,0.0698,0.1647,0.5912,0.2507,0,0.3072,0.1184,0.0559,0.1469,0.3279,0.4479
"INPP5E",9.9794,6.7983,8.5962,9.817,5.5463,9.1599,6.3609,9.2967,8.8223,8.2697,9.1726,6.5682,5.9037,8.5701,7.6495,9.1235
"SEC16A",47.0848,43.7927,29.4422,46.8229,31.7883,37.7819,34.2432,30.8702,43.5263,47.1735,34.5612,35.6331,29.3097,49.2384,52.5879,52.4487
"DPH7",16.3869,13.4665,15.2579,16.7089,9.9661,14.6937,9.0851,17.2059,14.4283,13.2065,16.7068,12.2622,11.0257,13.3913,13.3793,14.0405
"NOTCH1",29.3656,17.0571,22.526,19.7669,11.9288,19.8459,14.7794,15.3496,17.2571,15.6005,24.8073,22.1998,11.3913,24.9274,15.3877,25.3787
"CACNA1B",0.021,0.0329,0.0174,0.1164,0.0379,0.086,0.0601,0.0324,0.0229,0.0425,0.0315,0.0649,0.0383,0.0503,0.0898,0.0263
"NACC2",32.3708,25.6108,22.5232,26.5751,22.33,22.5087,19.1696,26.2417,24.5165,23.132,23.5846,28.5238,23.2902,30.6359,28.7747,33.0288
"PROSER2",5.7069,4.0433,15.4095,8.9727,3.0938,8.8063,3.5975,14.5762,6.3117,5.3729,11.0324,4.2532,3.4576,3.8077,5.6807,5.1636
"USP6NL",9.0073,7.7412,9.569,8.938,6.8381,6.9206,8.2879,13.7228,8.4588,8.2555,10.6926,7.6677,7.6043,7.6252,7.9269,7.6914
"COMMD3",6.5919,5.5503,8.5196,6.6398,6.3598,6.3217,6.2576,9.8865,7.0271,8.5198,7.5344,6.0583,6.8447,6.0743,5.1461,4.752
"MSRB2",45.8259,44.0399,40.8452,35.0473,53.8513,40.9649,39.2752,35.5273,45.8139,62.4351,38.8931,43.6638,48.7845,42.3873,43.2264,45.5951
"PDSS1",17.2339,15.3991,9.6852,23.2954,24.5984,18.2963,17.7854,13.4524,11.5524,16.1748,15.1902,18.8489,23.311,27.2368,21.2898,14.4226
"FAM171A1",86.9913,31.7375,71.4833,36.1838,38.602,73.04,43.2599,49.6505,55.2297,70.6171,51.753,35.2569,45.9538,56.8165,43.7604,53.3395
"MINDY3",34.0981,30.0104,47.6595,35.4241,32.7162,33.8194,35.5739,56.8513,36.9072,32.6751,34.4796,29.3995,34.5471,24.2167,26.7579,25.6396
"SLC39A12",0.1111,0.0869,0.0921,0.2053,0.0535,0.1348,0,0.0857,0.0404,0,0.1113,0.1144,0.027,0.0355,0.095,0
"TMEM236",0.8109,1.6821,0.4688,2.121,0.5579,0.8576,0.5265,1.9334,2.0961,0.6298,1.1142,0.8446,0.4538,0.3071,1.4995,0.881
"RSU1",45.3967,42.0494,41.7302,45.3994,34.6513,51.6317,35.6009,63.3233,40.9544,33.5941,54.3234,35.3656,42.5337,38.0296,36.1861,31.9208
"ST8SIA6",2.9155,1.0369,5.8443,2.041,0.8182,2.7858,1.3387,1.8274,1.8453,1.3858,1.5631,0.8414,1.5677,1.1284,0.4532,0.6388
"PARD3",84.137,79.4904,77.4826,94.5533,81.1693,72.8685,74.9756,132.9631,83.6635,75.1735,107.7196,82.3665,78.9143,78.1492,70.2192,73.4808
"ANKRD30A",0.1434,0.3526,0.3564,0.3569,0.4582,0.2049,0.1759,0.2842,0.5356,0.4145,0.1436,0.4744,0.3883,0.2747,0.3502,0.598
"ZEB1",18.0229,18.5239,22.6846,28.9974,15.0708,17.7055,20.45,34.5794,23.6228,14.2964,26.2009,18.2525,17.9474,15.8018,15.883,16.9211
"FAM13C",6.5925,8.063,4.1735,9.7355,4.9463,8.266,6.3512,19.7217,8.51,4.9724,5.5069,5.2452,6.0205,5.2232,5.9397,6.9004
"NRBF2",22.3759,22.5596,21.2606,22.9225,23.6087,18.2128,25.5738,34.8342,22.5949,23.8063,23.4496,30.712,24.4955,19.1285,24.9792,19.9904
"A1CF",33.7142,36.1591,11.1275,20.6899,37.3025,15.1505,37.6474,10.1015,32.3839,39.729,11.6811,38.8282,47.638,42.6284,31.8638,29.5261
"CDHR1",0.2691,0.3685,0.7582,0.6928,0.0583,0.2815,0.472,0.4979,2.0675,0.177,0.9298,0.904,0.2453,0.8507,0.2186,0.1572
"LRIT1",0.0436,0,0,0.069,0,0,0,0,0,0.0441,0,0.0337,0,0,0,0
"RGR",0.021,0.0329,0,0,0,0,0.0151,0.0324,0.0229,0.0426,0.0211,0.0162,0.0153,0.0605,0.018,0.0351
"POLR3A",20.7254,19.7239,16.9694,19.363,14.728,17.3078,17.6763,17.9156,20.9525,21.1274,18.5055,17.2868,19.039,18.9789,19.4919,21.0975
"HERC4",24.0784,23.0586,20.8839,28.9559,19.9121,19.7696,23.4564,35.5231,23.6778,21.9285,26.2823,23.1773,22.7664,21.7978,22.0003,22.6955
"LRMDA",18.0497,15.2184,7.9702,16.9388,19.3557,14.7891,17.3017,15.1682,16.6185,17.4422,14.6043,15.9609,13.8744,17.1655,17.089,19.5113
"CAMK2G",40.2968,37.6519,23.8445,32.5971,36.4404,29.7324,33.6232,24.2636,35.4204,31.5894,21.1533,38.9692,34.6426,43.4355,36.4484,42.2806
"GLUD1",461.7892,398.6186,255.0843,241.782,479.2113,226.6321,395.4111,194.6333,386.678,407.5365,198.5804,575.4513,415.0142,396.7356,457.9833,396.1222
"ANKRD1",0.8715,1.0456,1.0591,2.0708,1.6352,2.2724,0.8734,4.1652,1.0763,0.588,1.4547,0.4935,0.9745,0.3339,0.5465,0.4362
"HTR7",0.5691,0.2344,0.5709,0.7355,0.2594,1.1171,0.3216,3.7175,0.5876,0.1213,1.6499,0.1157,0.3277,0.1722,0.2305,0.1499
"RPP30",14.8305,12.1937,14.2586,14.5804,15.2207,15.031,15.1495,20.5232,15.1349,13.5548,12.6597,13.5239,16.428,13.5525,12.4792,13.4915
"FRA10AC1",11.8502,12.2634,12.8281,12.5549,8.956,9.2951,12.2319,18.1908,11.872,11.4633,13.1819,9.0619,10.7042,9.2888,8.7377,8.9824
"ADD3",172.0743,173.7555,137.2958,141.7069,213.0543,120.9839,162.3914,144.2165,151.8951,191.0816,106.6382,200.836,250.4268,180.77,184.6072,157.4165
"HABP2",21.4879,32.7078,2.9912,31.066,35.7265,20.6654,4.6967,36.9044,16.2661,95.0985,38.0461,14.9332,59.2305,5.3243,16.168,48.7828
"VAX1",0,0.0281,0.0149,0,0.0259,0.0327,0,0,0.0196,0.0364,0.09,0.111,0,0,0.0307,0
"DNAJB12",42.1012,35.2517,36.6494,34.855,36.8648,32.8745,33.8821,38.3857,37.3295,36.9155,36.0833,38.4518,35.264,37.1806,42.4019,42.0566
"EIF4EBP2",173.9608,178.7233,101.6253,146.1416,166.9826,102.9946,163.0223,118.9858,165.1189,178.6136,106.7813,148.5113,154.3531,195.2742,189.8855,187.4809
"NPFFR1",0.0562,0.1056,0.028,0.0802,0.0325,0.0716,0.0161,0.4767,0.0858,0.1821,0.1689,0.0174,0.0082,0.0215,0.0673,0.0938
"PLEKHS1",0.0372,0.1018,1.2478,0.1325,0.0134,0.9977,0.4126,0.2293,0.0405,0,0.6144,0.0144,0.0678,0.0356,0.0636,0.0775
"TCF7L2",13.8124,13.1261,10.1022,13.0791,7.6175,12.7458,13.1135,15.8221,16.3464,13.0874,11.6224,10.0578,10.4999,11.1319,12.2454,15.3079
"MKI67",0.6234,0.6969,0.8722,1.6481,0.2863,1.2667,0.51,1.3606,1.1205,0.1721,3.4866,0.4939,0.3424,0.2404,0.8515,0.4323
"CYP17A1",49.0197,68.2231,18.4626,16.723,49.1022,29.0444,32.7368,0.9002,75.4207,30.3858,13.7886,55.0808,62.4381,32.3253,75.3386,36.8175
"INA",0.032,0,0.0795,0.0507,0.0462,0,0.0229,0.0493,0,0.0971,0.1281,0.0494,0.0467,0.1226,0.0274,0.0267
"FUOM",65.1034,58.3096,30.8061,66.7422,94.3154,28.528,68.0014,31.689,58.8077,63.1477,27.1455,89.4131,89.9333,75.1505,83.1126,86.8305
"LRRC27",5.4081,4.0618,3.8816,4.6989,4.503,5.6923,5.0885,4.845,4.4544,3.7248,4.8273,3.9665,4.2207,5.527,4.6782,4.8436
"MTG1",4.6044,4.1854,4.0425,4.8574,3.252,3.6891,3.4504,3.7608,4.6759,4.1837,3.9244,4.2665,3.6291,5.1051,3.9704,5.3613
"NKX6-2",0.3004,0.235,0.0622,0.1487,0.0271,0.5123,0.1613,0.6078,0.2864,0.038,0.376,0.087,0.0821,0.2158,0.2889,0.2193
"PAOX",2.1725,1.8445,2.1065,1.5743,1.4009,1.6397,1.7868,1.5321,2.317,1.4501,2.2219,1.4991,0.7415,2.2582,1.6599,2.4293
"GSTO1",117.0403,135.5162,122.8677,101.2256,151.8319,101.7015,115.1308,75.7602,123.117,124.727,101.0122,125.3289,137.3285,112.4688,111.0633,111.8006
"TAF5",5.9357,5.1938,5.9495,5.6365,4.03,5.0796,7.4473,10.0857,5.9118,5.0056,6.3278,6.5793,4.3051,4.7994,5.4571,5.2446
"PPRC1",11.6334,12.1859,12.8338,18.8607,8.1611,11.6675,9.8053,19.1712,12.6214,14.9316,17.0144,13.9487,7.6624,10.6047,16.3205,10.7012
"ITPRIP",9.8214,14.3659,13.5476,12.7128,8.1675,10.7225,10.3777,13.2627,19.4479,14.2377,18.0584,14.9916,9.033,10.8009,13.0169,11.2972
"CNNM2",20.0689,16.9345,9.9563,13.221,15.5535,11.2364,15.4199,9.2329,16.2458,19.774,8.537,15.2311,15.3409,22.9229,22.4272,24.8583
"PDCD11",27.5051,26.0402,32.9786,34.079,21.7463,27.151,24.1147,42.2268,29.7216,26.435,37.4963,28.095,25.3262,23.6727,26.3458,24.7213
"ADAM12",3.1643,3.293,2.2374,5.3134,2.078,4.2981,3.277,8.0169,3.6092,1.8573,13.8695,2.6715,2.769,2.3542,3.5353,2.1383
"RGS10",14.6941,12.9028,12.3108,22.6301,13.1957,20.7905,13.6745,48.5169,18.5032,11.8133,24.3624,10.4639,12.8583,7.8981,10.4001,10.9645
"BTBD10",26.5669,24.0772,40.6419,30.5123,26.2505,29.9955,24.6316,51.6688,28.6254,26.2814,38.6992,28.0892,29.9621,22.8784,26.8455,21.5911
"ADM",28.8073,53.2364,28.6511,52.2232,72.6941,16.6002,17.2595,14.1374,18.8156,56.1766,30.4173,42.1398,26.226,41.4356,34.6518,48.5868
"GAS2",9.3191,4.4976,8.0663,7.7685,7.8016,6.3406,7.0563,6.9196,6.3436,7.4009,4.0172,8.0458,8.8825,9.7001,5.2702,6.8153
"SLC5A12",499.2655,685.5195,237.4239,441.3428,728.9344,225.8531,568.8707,96.2752,525.6145,677.3927,149.1523,703.2916,661.0745,579.6851,624.713,696.1833
"LIN7C",56.7906,55.7976,58.3937,49.0976,52.4206,40.3824,67.3308,84.5901,56.1277,63.5346,39.7943,58.7959,60.929,50.2036,46.6843,48.2908
"LRRC4C",0.8155,0.9876,0.8849,0.7228,1.3732,0.7771,0.6255,1.901,0.2962,1.1987,1.4585,0.3599,0.2407,0.3534,0.4649,0.729
"IMMP1L",10.5841,9.6167,11.8627,9.7134,8.619,9.53,11.1264,12.084,11.6499,12.7072,9.9321,9.5315,10.1094,11.0071,10.0071,9.4969
"SAA4",0.3302,0,0,0,0.1191,0,0.1182,0,0,0,0.1653,0,0.2408,0,0.4234,0
"PGAP2",14.0224,13.5225,12.2942,15.3352,12.3901,14.7225,11.6674,11.199,14.821,13.7636,13.8459,11.891,13.7295,13.54,14.1039,12.7295
"TUT1",10.0126,9.4197,10.6807,10.2328,7.3525,9.1873,8.4497,7.4466,11.8387,12.0638,9.3509,10.4295,8.2649,8.8881,9.5653,14.5992
"SCGB1A1",0.1781,0,0.4427,0.2821,0,0,0.255,0.2746,0,0,0,0.4125,0.1299,0,0,0
"SYT8",0.0663,0.1038,1.7404,0.0876,0.0479,0.1207,0.0158,0.2556,0.1205,0.0895,0.155,0.0683,0.0806,0.0212,0.0756,0.0922
"ZNF214",8.3242,5.1886,6.9809,6.1301,7.5632,5.9948,7.5604,8.0325,5.9521,6.2617,9.1639,6.1943,6.2171,5.9659,3.8947,5.7673
"ZNF215",3.2239,4.5406,5.4726,5.3968,2.5277,2.9641,2.0334,3.4926,3.3232,4.3911,3.1414,2.9604,2.2493,3.1383,2.2797,2.5732
"HSD17B12",22.3881,20.4603,26.0671,17.3373,18.8891,18.1446,19.8378,24.7698,22.0466,22.2877,15.4151,18.193,21.3485,20.2453,20.3525,20.9259
"APIP",12.1804,9.4995,17.5424,13.2158,12.8321,5.8568,5.8938,12.5855,10.7097,9.058,12.298,11.3142,12.4728,8.3069,10.1077,9.3963
"PAMR1",3.823,2.7386,11.8009,14.159,2.9725,11.7787,3.5076,11.435,4.4887,4.3864,18.6845,3.9499,1.9436,3.4042,1.3581,4.447
"DGKZ",18.2319,17.8944,12.2788,17.3499,14.8334,14.3645,12.1265,14.6634,14.7404,16.9377,13.0928,16.6318,13.9208,18.3236,18.0041,18.6603
"EIF3M",37.0655,35.2561,34.1339,37.9163,34.8182,31.3965,34.4693,52.6657,37.3401,36.6733,37.5822,38.4676,36.5523,35.774,29.7531,29.1932
"TNKS1BP1",30.943,29.0153,55.0395,37.3902,16.272,33.3319,21.5987,35.2794,28.7412,29.4142,50.4814,25.1628,18.6073,20.109,33.1616,28.4353
"GLYAT",449.1935,456.9657,151.16,301.173,556.241,218.6206,462.3296,123.2008,421.4205,403.9223,174.2021,514.7923,515.8348,500.1417,374.7664,449.4644
"SERPING1",32.1598,25.8277,22.0951,42.0355,20.0418,40.0182,34.1927,43.2721,30.1863,29.0806,86.8546,21.0681,18.5641,28.8777,30.535,33.5962
"SSRP1",33.0206,30.1906,41.8163,33.433,29.5844,37.4536,30.1582,44.2279,32.2094,28.2007,41.2209,31.6566,29.6084,26.4116,30.0437,29.3269
"SLC43A1",19.1427,7.8469,23.0958,10.98,6.9814,11.6435,7.01,7.685,18.1601,14.3572,5.317,7.2655,11.5933,9.5783,4.7413,17.5444
"PTPRJ",68.6497,59.8232,57.5728,62.8421,47.4332,57.948,54.7384,66.0355,68.1877,75.565,70.5364,66.5249,57.7473,61.6704,67.7562,67.5428
"C11orf49",17.2792,14.7605,16.9699,16.3197,14.0166,17.7237,15.1947,16.374,16.3233,15.8978,18.705,14.5304,14.504,13.724,15.6777,15.6465
"ARFGAP2",67.5712,54.4806,65.5127,51.668,57.4736,57.0171,49.4403,59.4158,60.1322,58.2606,56.1774,60.0609,55.5025,55.5027,55.6866,57.6753
"CELF1",56.9362,56.4392,49.527,62.7969,43.0183,46.14,46.8695,74.1942,57.8479,55.6036,62.6396,51.1333,47.3312,52.3862,54.7566,54.1143
"HIKESHI",15.3594,13.4404,16.0403,18.4759,11.6522,14.494,14.0095,22.1149,15.4499,11.1592,20.0237,12.445,11.7748,12.3044,12.7442,11.2465
"CCDC81",1.419,1.2894,1.3655,1.2327,1.0901,1.8112,1.2124,1.5879,1.272,0.9959,1.8108,1.3608,1.2518,1.6882,1.1155,1.3557
"SESN3",38.7376,39.9808,55.5848,48.6237,40.044,34.394,45.7129,68.0886,45.8021,48.8522,46.1296,39.0756,46.3802,27.8778,50.4812,37.492
"ENDOD1",70.4823,69.8293,86.1571,71.1981,65.3848,72.9562,63.6929,111.489,77.3172,73.2039,96.338,66.425,78.5796,57.6846,55.4844,60.2914
"CCDC82",8.5782,7.812,7.5111,9.8203,6.485,7.3708,9.4949,22.1898,10.5457,7.848,12.3988,6.7074,7.9156,8.3093,7.4476,9.256
"KLHL35",0.9595,0.5474,0.9772,1.1874,0.4616,0.7272,0.787,1.8028,0.7188,0.5259,0.9809,0.4322,0.5539,0.651,0.6153,0.9171
"TENM4",7.6858,4.2885,4.4521,6.1125,3.5527,6.0974,4.5766,2.8573,6.6422,6.9698,10.7745,4.6529,4.1723,6.6704,4.7729,4.6568
"SERPINH1",29.0761,26.0547,34.8077,46.059,23.0732,36.5676,28.0565,50.5318,25.6941,22.755,62.4324,37.3856,26.5519,25.2989,36.4276,22.1706
"CAPN5",25.1488,28.5622,25.079,20.7511,25.7669,19.8381,20.0045,12.9457,20.0921,24.0435,17.5654,21.0812,24.864,23.5549,29.1681,32.9122
"INTS4",17.6736,15.9079,19.5447,20.5561,15.5247,19.4745,15.6459,24.8687,21.5942,17.2432,22.489,15.0502,16.6881,13.8592,15.4632,14.3293
"PAK1",34.3908,30.3289,31.602,31.056,31.8725,28.1073,29.0207,41.5027,31.5282,31.7259,34.2508,30.4104,31.3891,28.4597,29.3313,29.7277
"RPS3",106.6287,117.7114,161.8936,154.3294,144.6442,178.7476,150.7294,224.6766,121.5916,129.694,194.4589,120.2075,137.6747,89.032,101.5973,98.2239
"ZC3H12C",23.9607,24.4518,24.675,26.4858,22.7987,17.0583,26.3817,34.4659,22.1798,29.223,21.1898,29.3112,26.2716,23.6312,26.5451,23.3205
"TTC12",34.3302,35.6093,21.9586,25.0873,34.4142,34.9758,26.9591,25.5466,22.6578,29.4055,27.9092,28.0854,30.0932,30.8541,24.0995,24.6049
"NCAM1",2.3026,0.8306,2.5236,2.1665,0.713,5.4737,1.2392,4.0346,2.0732,1.4212,1.9135,0.5801,0.8991,1.0481,1.1171,1.41
"DRD2",0.8084,0.1186,0.314,0.3601,0.5104,0.8272,0.434,0.2142,0.2753,0.588,0.1265,0.3121,0.0921,0.0242,0.5616,2.0863
"C11orf52",0.925,1.4475,1.2455,0.641,1.0429,0.8413,1.4898,1.0695,1.6379,1.6381,1.4474,2.0088,1.2647,0.6645,1.7795,1.3022
"HTR3B",0.4956,0.2023,0.3749,0.3072,0.2332,0.4311,0.108,0.3488,0.2113,0.4579,0.1079,0.2496,0.2985,0.227,0.3132,0.6651
"NPAT",24.0322,20.5442,23.8728,25.5654,18.1696,20.8415,23.9663,36.6777,22.6815,22.419,23.9705,20.7007,21.8859,19.7398,18.2454,19.3112
"ATM",33.924,31.4793,38.7654,43.6847,28.8103,34.4653,32.8025,67.2955,37.1396,29.2797,47.2965,30.0555,32.7046,26.3748,28.7507,27.3157
"AASDHPPT",23.8911,25.2007,24.2176,21.9279,25.1669,19.1778,21.3812,30.0885,22.0698,28.2269,25.1752,27.2507,30.2577,22.5041,20.3831,19.9164
"GLB1L2",33.5434,42.4882,12.9974,24.6103,36.8551,19.4781,24.6564,16.6506,25.2662,51.1918,18.5988,36.4141,32.9405,38.7006,42.862,44.0723
"SLX4IP",15.666,12.8602,16.4884,13.132,13.1101,16.2037,14.1301,16.9584,15.0271,15.1719,16.3794,13.2236,14.8032,13.6551,11.8045,14.0724
"LAMTOR1",67.2838,64.7565,76.0128,60.4932,68.4333,63.0646,55.2003,57.055,62.9482,73.2181,60.02,64.5327,75.2194,62.4141,64.4105,65.9754
"P4HA3",1.199,0.877,1.9006,1.7961,0.696,1.0669,0.9516,0.9444,1.1078,1.1079,1.5662,0.7045,1.2355,1.3483,0.78,1.2612
"GRIK4",0.334,0.3811,0.6342,0.2204,0.0502,0.2911,0.259,0.5256,0.3639,0.0422,0.2648,0.0752,0.2943,0.16,0.1428,0.1161
"ST14",81.6145,53.6385,157.2139,60.6796,55.6314,74.9467,43.7365,126.5062,65.8901,62.3141,103.2678,55.9381,44.2954,41.0749,65.829,72.0278
"HYOU1",52.8559,67.9846,61.2145,57.4152,46.9952,57.1648,42.4064,55.5777,59.9164,58.3262,69.9526,47.8746,61.6207,42.7758,61.2901,52.0259
"GGTLC1",1.0571,0.3181,0.7412,0.4508,0.0587,0.074,0.1746,0.0627,0.5317,0.4937,0.4072,0.3767,0.2372,0.1558,0.2086,0.4749
"ADAM33",0.7309,0.7811,3.2054,3.3181,0.4117,2.2539,0.8422,2.1712,1.457,1.353,1.6425,0.4405,0.598,1.2466,0.6859,1.2046
"SLC22A8",221.3859,260.5631,46.4962,155.7792,284.3792,91.1048,177.8227,21.3835,156.7363,229.5607,15.3429,201.4696,213.3621,243.1732,291.0958,334.2475
"KAT14",19.1506,17.4495,15.9196,17.22,18.0672,15.4205,17.7148,20.4178,18.6101,17.3453,15.7123,18.4525,19.5873,19.6948,18.997,17.6879
"TKFC",58.8865,59.075,29.2696,39.6359,70.0077,44.7956,40.8072,12.0067,55.2853,66.08,16.5728,75.4253,70.7723,64.2796,62.2995,61.7884
"MTA2",44.7639,40.2015,53.3718,50.8625,34.1171,43.3134,34.8923,65.6632,45.1094,41.5699,58.0531,48.3427,36.5941,35.5387,44.0343,39.1153
"TMEM138",12.695,13.7413,14.078,15.4734,12.4355,13.1065,12.9311,15.2195,14.8719,11.6901,12.2799,14.2828,12.339,11.0326,12.3058,12.8157
"FADS1",8.3787,6.8981,9.723,8.8591,4.6008,8.8604,5.6267,10.9735,8.1664,5.9168,10.4377,6.2186,5.9245,3.7598,4.3123,5.7513
"TMC2",0.3215,0.1887,0.3663,0.3342,0.116,0.53,0.3021,0.3562,0.1971,0.3253,0.322,0.1552,0.1758,0.231,0.2577,0.3855
"ROM1",4.1033,3.9927,6.1896,3.5416,2.6573,4.0193,3.2386,4.339,3.4968,3.4071,4.32,4.0621,2.9922,2.7212,3.8682,3.6864
"EML3",14.8817,14.9142,15.5743,18.4966,9.0606,15.0839,10.4094,17.6956,14.012,13.2227,20.7928,13.0682,10.3832,13.694,12.8859,13.2825
"INCENP",10.7177,9.0622,11.4927,10.3753,7.5994,8.0919,7.8562,11.1596,9.3383,8.8847,11.0841,8.2399,7.5772,9.4615,9.0242,10.5969
"ZP1",0.4696,0.2672,0.2123,0.4058,0.1232,0.3495,0.2139,0.362,0.2791,0.3024,0.2138,0.4286,0.1868,0.3681,0.219,0.2849
"OOSP2",0,0,0,0,0,0,0.0422,0,0,0,0,0,0,0,0,0
"MS4A3",0,0,0,0.0396,0.1081,0,0.2503,0.231,0,0.0506,0.05,0,0,0,0.0427,0
"PLCH2",15.9048,20.8619,12.3814,13.8242,16.2682,24.1459,12.0742,1.8246,24.8703,25.3549,6.2633,11.4194,10.3422,17.2817,9.7735,10.5714
"CPSF7",45.953,45.0028,36.6346,47.8057,36.7419,38.0362,43.022,49.3421,46.6208,43.6259,42.1031,41.5507,37.0029,45.6534,43.1509,41.7712
"MS4A2",0.1635,1.7174,0.3676,3.5694,0.337,2.7823,0.9026,8.8557,2.8244,0.4253,1.4966,0.1442,0.7152,0.0671,1.2179,0.1753
"B3GAT3",27.5667,24.9845,41.8526,27.8572,23.0421,30.7332,19.3007,29.21,27.0735,26.1476,34.963,25.0898,25.049,23.3025,27.9297,28.4041
"EI24",75.67,61.2135,93.1615,60.689,70.8368,70.2906,56.2372,78.0336,63.662,71.2092,71.3053,63.7214,75.536,58.6451,61.2867,56.1929
"CCDC15",2.9758,5.1631,2.7874,3.0743,4.0458,3.9816,1.8678,3.0253,3.4072,4.5826,2.8506,1.1822,3.1449,2.1276,3.4847,2.9682
"CHEK1",4.0189,4.7249,3.6343,4.3304,3.6215,3.0431,3.6363,4.2774,4.0682,3.4889,4.1678,3.9067,4.1654,2.9508,3.6979,3.4378
"FEZ1",1.4724,1.7892,1.6913,2.3853,1.2074,2.6683,1.6289,3.4909,2.0177,1.1852,2.3681,1.2489,1.5373,1.2608,1.1445,1.2655
"ESAM",54.6721,27.2279,97.7148,31.7082,24.854,52.1903,30.0349,33.715,35.5909,32.9795,56.9277,29.6477,29.427,27.0558,23.7233,20.1752
"KIRREL3",1.0093,0.6787,0.3789,0.6995,0.4211,0.4733,0.4854,0.7658,0.4984,0.5745,0.5527,0.6941,0.7935,0.8308,0.5393,0.9867
